episode,reward,length,success,cliff_hits,lure_visits,avg_td_error,epsilon
452,338.0,200,0,2,96,9.365603879643919,0.02
453,-129.0,200,0,13,53,11.715898713443867,0.02
454,823.0,200,0,3,180,5.0499511655559655,0.02
455,177.0,200,0,7,85,8.93339804867147,0.02
456,-22.0,200,0,2,36,8.59710338366003,0.02
457,-46.0,200,0,2,32,13.372508957137532,0.02
458,376.0,200,0,12,134,8.104792250275548,0.02
459,345.0,200,0,1,94,3.581556782389809,0.02
460,226.0,200,0,0,71,7.001968672021869,0.02
461,765.0,200,0,1,164,6.430374592434844,0.02
462,-150.0,200,0,28,97,10.514980183132627,0.02
463,66.0,200,0,16,95,4.025110630007415,0.02
464,-403.0,200,0,11,1,6.497649885776407,0.02
465,63.0,200,0,7,66,4.994023589747619,0.02
466,759.0,200,0,1,163,7.509689764728268,0.02
467,400.0,200,0,0,100,2.090189642893802,0.02
468,23.0,200,0,11,72,5.245430276304519,0.02
469,251.0,200,0,11,110,5.118121323082866,0.02
470,366.0,200,0,4,107,5.986512988774222,0.02
471,302.0,200,0,2,90,6.2348765921519025,0.02
472,409.0,200,0,3,111,9.560072878837287,0.02
473,9.0,25,1,0,3,15.910785835168522,0.02
474,140.0,200,0,2,63,9.881879233743021,0.02
475,675.0,200,0,1,149,6.443291264515516,0.02
476,739.0,200,0,3,166,8.655504104714902,0.02
477,394.0,200,0,0,99,3.4496433062868594,0.02
478,834.0,200,0,4,185,8.62509570494615,0.02
479,471.0,200,0,1,115,7.1234336905596365,0.02
480,382.0,200,0,0,97,2.0306220605034433,0.02
481,351.0,200,0,1,95,4.957898986690869,0.02
482,288.0,200,0,4,94,2.5537065076989927,0.02
483,242.0,200,0,8,99,7.464571425204635,0.02
484,560.0,200,0,2,133,5.8970982901738935,0.02
485,885.0,200,0,1,184,9.890793721276085,0.02
486,723.0,200,0,1,157,7.925687720948624,0.02
487,808.0,200,0,0,168,8.788031147174086,0.02
488,940.0,200,0,0,190,5.16484431396019,0.02
489,261.0,200,0,1,80,6.023315015682288,0.02
490,704.0,200,0,2,157,9.155953508397278,0.02
491,806.0,200,0,2,174,8.59006183000321,0.02
492,946.0,200,0,0,191,8.866176573279217,0.02
493,952.0,200,0,0,192,5.0510131726593315,0.02
494,376.0,200,0,0,96,7.690823030479577,0.02
495,867.0,200,0,1,181,9.738141390958317,0.02
496,285.0,200,0,1,84,7.774944967975672,0.02
497,861.0,200,0,1,180,7.097206839482146,0.02
498,-207.0,200,0,13,40,14.45576043283669,0.02
499,82.0,200,0,6,66,4.057075302088133,0.02
500,158.0,200,0,2,66,4.670662397935086,0.02
501,-311.0,200,0,9,10,6.711762116796531,0.02
502,-200.0,200,0,0,0,6.0575759322716785,0.02
503,-200.0,200,0,0,0,3.7713627631703854,0.02
504,-200.0,200,0,0,0,5.93233820121241,0.02
505,-200.0,200,0,0,0,4.8422449996627215,0.02
506,-219.0,200,0,1,0,4.451608278131333,0.02
507,-219.0,200,0,1,0,4.781386610097041,0.02
508,-200.0,200,0,0,0,3.888832578362937,0.02
509,-219.0,200,0,1,0,5.4360316745332895,0.02
510,-219.0,200,0,1,0,2.9603447716300546,0.02
511,-238.0,200,0,2,0,3.4339567421485446,0.02
512,-232.0,200,0,2,1,5.086982930527848,0.02
513,-232.0,200,0,2,1,3.720433256903728,0.02
514,172.0,200,0,0,62,3.0585618755512076,0.02
515,188.0,200,0,2,71,3.0847751198524826,0.02
516,76.0,200,0,0,46,5.91937873197661,0.02
517,313.0,200,0,3,95,12.202055637947355,0.02
518,585.0,200,0,1,134,7.452949944797938,0.02
519,405.0,200,0,1,104,6.6748918549146286,0.02
520,515.0,200,0,5,135,8.457599810152969,0.02
521,-356.0,200,0,36,88,13.257972667793824,0.02
522,951.0,200,0,1,195,6.943654679503616,0.02
523,945.0,200,0,1,194,9.63098176419336,0.02
524,908.0,200,0,2,191,7.740198877958303,0.02
525,363.0,200,0,1,97,4.677631571170906,0.02
526,-599.0,200,0,21,0,7.596429425871355,0.02
527,244.0,200,0,0,74,10.306431348082008,0.02
528,951.0,200,0,1,195,8.169693471964326,0.02
529,982.0,200,0,0,197,8.165678944561451,0.02
530,903.0,200,0,1,187,9.194973337678826,0.02
531,988.0,200,0,0,198,5.578800914717934,0.02
532,394.0,200,0,0,99,4.327091035124568,0.02
533,871.0,200,0,3,188,11.632202738809532,0.02
534,945.0,200,0,1,194,5.217876103040479,0.02
535,945.0,200,0,1,194,9.94538057501514,0.02
536,627.0,200,0,1,141,9.288374342645831,0.02
537,609.0,200,0,1,138,7.434037247134252,0.02
538,-44.0,200,0,24,102,8.834505873187856,0.02
539,162.0,200,0,10,92,6.520493373381231,0.02
540,769.0,200,0,3,171,8.654503585897286,0.02
541,52.0,200,0,24,118,13.502466915637036,0.02
542,988.0,200,0,0,198,6.450503181272513,0.02
543,988.0,200,0,0,198,6.824814623712914,0.02
544,877.0,200,0,3,189,9.454048165739225,0.02
545,855.0,200,0,1,179,12.911560674653026,0.02
546,988.0,200,0,0,198,4.962964925840752,0.02
547,47.0,200,0,17,95,10.006157492018053,0.02
548,-580.0,200,0,26,19,12.907490727302902,0.02
549,-200.0,200,0,0,0,9.882110707135343,0.02
550,-219.0,200,0,1,0,6.824062776624337,0.02
551,-200.0,200,0,0,0,4.789831857977369,0.02
552,302.0,200,0,2,90,7.780116275887795,0.02
553,235.0,200,0,3,82,10.91757078697279,0.02
554,393.0,200,0,1,102,6.4288777046581185,0.02
555,220.0,200,0,6,89,5.144679577014903,0.02
556,848.0,200,0,2,181,8.434334527672602,0.02
557,400.0,200,0,0,100,3.679617137579712,0.02
558,-60.0,200,0,28,112,10.79647362149168,0.02
559,356.0,200,0,2,99,3.0892687172060267,0.02
560,489.0,200,0,7,137,8.149120192441792,0.02
561,-172.0,200,0,14,49,9.757040693498233,0.02
562,-184.0,200,0,14,47,6.58226592785158,0.02
563,-295.0,200,0,5,0,4.699551939874685,0.02
564,-236.0,200,0,6,13,5.83953042072311,0.02
565,130.0,200,0,0,55,3.7799855535621543,0.02
566,165.0,200,0,1,64,2.7795720255987937,0.02
567,370.0,200,0,0,95,1.7688450959622763,0.02
568,254.0,200,0,2,82,4.639299891368264,0.02
569,184.0,200,0,0,64,3.1113722492431584,0.02
570,352.0,200,0,0,92,2.4962756008117206,0.02
571,382.0,200,0,0,97,4.009381676236456,0.02
572,910.0,200,0,0,185,6.3985454016460155,0.02
573,850.0,200,0,0,175,8.080200676591007,0.02
574,879.0,200,0,1,183,6.649964707534913,0.02
575,746.0,200,0,2,164,11.560137768955828,0.02
576,837.0,200,0,1,176,11.339500315944587,0.02
577,370.0,200,0,0,95,4.527096245639557,0.02
578,825.0,200,0,1,174,13.332666386053534,0.02
579,722.0,200,0,2,160,13.786929829872797,0.02
580,352.0,200,0,0,92,11.329716871088372,0.02
581,607.0,200,0,3,144,11.912961589368814,0.02
582,849.0,200,0,1,178,9.197304867004542,0.02
583,537.0,200,0,1,126,9.540676413224888,0.02
584,808.0,200,0,0,168,6.849761535433467,0.02
585,129.0,200,0,1,58,16.64608375244398,0.02
586,843.0,200,0,1,177,6.651570701327509,0.02
587,855.0,200,0,1,179,6.785938414143804,0.02
588,45.0,200,0,7,63,8.4267599629156,0.02
589,260.0,200,0,2,83,5.707301660177587,0.02
590,-134.0,200,0,12,49,8.280709966173461,0.02
591,940.0,200,0,0,190,4.391965945931581,0.02
592,364.0,200,0,0,94,4.270096771395297,0.02
593,376.0,200,0,0,96,1.8032262031048705,0.02
594,274.0,200,0,0,79,5.75557965154726,0.02
595,658.0,200,0,0,143,6.9924629779329965,0.02
596,292.0,200,0,0,82,2.747160654127396,0.02
597,322.0,200,0,0,87,3.6596741371016424,0.02
598,928.0,200,0,0,188,6.185552088755569,0.02
599,530.0,200,0,2,128,5.043739549563368,0.02
600,494.0,200,0,2,122,9.873607416196691,0.02
601,904.0,200,0,0,184,7.7698714029159195,0.02
602,717.0,200,0,1,156,11.076441130562046,0.02
603,892.0,200,0,0,182,6.629437512998049,0.02
604,364.0,200,0,0,94,9.02227093423909,0.02
605,454.0,200,0,0,109,7.485355894748205,0.02
606,346.0,200,0,0,91,6.431706220235228,0.02
607,-200.0,200,0,0,0,9.836524259230394,0.02
608,632.0,200,0,2,145,8.010293955771136,0.02
609,334.0,200,0,0,89,6.681156321444479,0.02
610,376.0,200,0,0,96,3.150685784462371,0.02
611,118.0,200,0,0,53,6.132498260184145,0.02
612,262.0,200,0,0,77,6.858468901616254,0.02
613,352.0,200,0,0,92,2.61138182448999,0.02
614,303.0,200,0,1,87,3.417349079288797,0.02
615,576.0,200,0,4,142,7.363519623850563,0.02
616,285.0,200,0,1,84,6.392047837184095,0.02
617,736.0,200,0,0,156,6.562849155882678,0.02
618,782.0,200,0,2,170,8.47851128676503,0.02
619,820.0,200,0,0,170,5.1190259438314545,0.02
620,652.0,200,0,0,142,10.335312045444702,0.02
621,547.0,200,0,3,134,6.494325275003737,0.02
622,874.0,200,0,0,179,10.344597396725508,0.02
623,829.0,200,0,3,181,9.60469085136164,0.02
624,867.0,200,0,1,181,10.169028398453127,0.02
625,855.0,200,0,1,179,9.792545647297239,0.02
626,873.0,200,0,1,182,9.316588019172046,0.02
627,934.0,200,0,0,189,8.438058291959925,0.02
628,849.0,200,0,1,178,9.735307350894056,0.02
629,621.0,200,0,1,140,10.180536723875939,0.02
630,589.0,200,0,3,141,7.208605706640567,0.02
631,167.0,200,0,5,77,15.115809168052547,0.02
632,-216.0,200,0,16,48,10.505672952915898,0.02
633,-106.0,200,0,2,22,12.156040857537123,0.02
634,244.0,200,0,0,74,6.301240724045833,0.02
635,372.0,200,0,4,108,12.091927945178945,0.02
636,309.0,200,0,1,88,6.597987002549802,0.02
637,-118.0,200,0,2,20,11.854071258485554,0.02
638,302.0,200,0,2,90,6.098489361908718,0.02
639,70.0,200,0,0,45,6.259792147147923,0.02
640,266.0,200,0,2,84,4.653613768973504,0.02
641,167.0,200,0,5,77,6.382818426427454,0.02
642,261.0,200,0,1,80,3.4186755194121488,0.02
643,729.0,200,0,1,158,6.595435549280821,0.02
644,-197.0,200,0,9,29,7.109428704969614,0.02
645,97.0,200,0,3,59,3.4505885052045606,0.02
646,-212.0,200,0,6,17,8.089901795321845,0.02
647,248.0,200,0,2,81,2.9994299664211597,0.02
648,-238.0,200,0,2,0,4.988895676856065,0.02
649,364.0,200,0,0,94,3.3583970055180368,0.02
650,193.0,200,0,3,75,6.035740219949859,0.02
651,-201.0,200,0,1,3,5.564832273496864,0.02
652,-158.0,200,0,0,7,6.1921151744909855,0.02
653,16.0,200,0,0,36,4.782465109125591,0.02
654,-188.0,200,0,0,2,4.494312859419367,0.02
655,375.0,200,0,1,99,2.818568125584716,0.02
656,945.0,200,0,1,194,7.092055817916559,0.02
657,902.0,200,0,2,190,8.986519391615037,0.02
658,914.0,200,0,2,192,8.834483733838184,0.02
659,902.0,200,0,2,190,12.142673189926345,0.02
660,951.0,200,0,1,195,7.5523742311755795,0.02
661,871.0,200,0,3,188,12.023459467653783,0.02
662,-102.0,200,0,22,86,10.82643168613155,0.02
663,921.0,200,0,1,190,8.702384781470856,0.02
664,364.0,200,0,0,94,8.951950277317355,0.02
665,-115.0,200,0,17,68,9.880912949191009,0.02
666,276.0,200,0,4,92,4.799839039406145,0.02
667,62.0,200,0,14,88,9.010977309541808,0.02
668,302.0,200,0,2,90,4.703624372010414,0.02
669,82.0,200,0,0,47,7.4730310973274845,0.02
670,699.0,200,0,1,153,7.145516109347496,0.02
671,642.0,200,0,4,153,10.367589892656724,0.02
672,788.0,200,0,2,171,9.117278513961212,0.02
673,345.0,200,0,1,94,6.6294035621904985,0.02
674,764.0,200,0,2,167,9.505356662853133,0.02
675,345.0,200,0,1,94,6.269551061984601,0.02
676,746.0,200,0,2,164,7.9224559408379465,0.02
677,2.0,200,0,2,40,13.124913259011766,0.02
678,730.0,200,0,0,155,7.303845175456888,0.02
679,327.0,200,0,1,91,3.0104964494222974,0.02
680,339.0,200,0,1,93,2.87921685522162,0.02
681,370.0,200,0,0,95,2.9429991403593476,0.02
682,64.0,200,0,0,44,6.277733709483478,0.02
683,-200.0,200,0,0,0,5.169748068738054,0.02
684,-200.0,200,0,0,0,4.875711168126639,0.02
685,-200.0,200,0,0,0,5.404237035561346,0.02
686,-219.0,200,0,1,0,3.1289454223946938,0.02
687,-257.0,200,0,3,0,6.2080804563236756,0.02
688,-179.0,200,0,3,13,13.185288928356679,0.02
689,-44.0,200,0,6,45,8.255817818752984,0.02
690,-213.0,200,0,1,1,7.927350903083245,0.02
691,364.0,200,0,0,94,3.0721212003749314,0.02
692,849.0,200,0,1,178,8.01973273395555,0.02
693,898.0,200,0,0,183,8.46450815138735,0.02
694,794.0,200,0,2,172,8.086900189895568,0.02
695,940.0,200,0,0,190,7.627880427694818,0.02
696,843.0,200,0,1,177,9.425667246154093,0.02
697,934.0,200,0,0,189,6.973519656864394,0.02
698,441.0,200,0,1,110,11.602872645665004,0.02
699,321.0,200,0,1,90,7.875686751150379,0.02
700,327.0,200,0,1,91,5.672002979996628,0.02
