episode,episode_return,episode_length,success,reached_goal,cliff_hits,risky_visits,epsilon
364,11.700000000000008,16,1,1,0,1,0.032419648837991116
365,-20.349999999999984,30,1,1,1,1,0.032257550593801164
366,11.700000000000008,16,1,1,0,1,0.03209626284083216
367,11.700000000000008,16,1,1,0,1,0.031935781526628
368,11.700000000000008,16,1,1,0,1,0.03177610261899486
369,11.700000000000008,16,1,1,0,1,0.031617222105899886
370,11.40000000000001,17,1,1,0,1,0.03145913599537039
371,10.450000000000008,18,1,1,0,1,0.031301840315393535
372,11.15000000000001,18,1,1,0,1,0.031145331113816566
373,11.700000000000008,16,1,1,0,1,0.030989604458247482
374,5.00000000000001,20,1,1,0,3,0.030834656435956245
375,11.700000000000008,16,1,1,0,1,0.030680483153776465
376,10.200000000000012,20,1,1,0,1,0.030527080738007584
377,10.85000000000001,18,1,1,0,1,0.030374445334317546
378,11.700000000000008,16,1,1,0,1,0.030222573107645957
379,11.700000000000008,16,1,1,0,1,0.030071460242107727
380,11.700000000000008,16,1,1,0,1,0.029921102940897188
381,11.700000000000008,16,1,1,0,1,0.029771497426192704
382,11.700000000000008,16,1,1,0,1,0.02962263993906174
383,11.700000000000008,16,1,1,0,1,0.029474526739366434
384,10.45000000000001,19,1,1,0,1,0.029327154105669603
385,11.700000000000008,16,1,1,0,1,0.029180518335141254
386,11.700000000000008,16,1,1,0,1,0.02903461574346555
387,11.700000000000008,16,1,1,0,1,0.028889442664748223
388,10.150000000000007,18,1,1,0,1,0.028744995451424483
389,9.30000000000001,19,1,1,0,1,0.02860127047416736
390,11.700000000000008,16,1,1,0,1,0.02845826412179652
391,10.750000000000009,18,1,1,0,1,0.028315972801187538
392,11.700000000000008,16,1,1,0,1,0.0281743929371816
393,11.700000000000008,16,1,1,0,1,0.02803352097249569
394,11.700000000000008,16,1,1,0,1,0.02789335336763321
395,11.700000000000008,16,1,1,0,1,0.027753886600795044
396,11.15000000000001,17,1,1,0,1,0.027615117167791067
397,10.450000000000008,18,1,1,0,1,0.027477041581952112
398,10.050000000000008,18,1,1,0,1,0.027339656374042353
399,11.700000000000008,16,1,1,0,1,0.02720295809217214
400,11.700000000000008,16,1,1,0,1,0.02706694330171128
401,11.700000000000008,16,1,1,0,1,0.026931608585202722
402,11.700000000000008,16,1,1,0,1,0.02679695054227671
403,9.10000000000001,20,1,1,0,1,0.026662965789565327
404,11.700000000000008,16,1,1,0,1,0.0265296509606175
405,11.700000000000008,16,1,1,0,1,0.026397002705814413
406,11.700000000000008,16,1,1,0,1,0.026265017692285342
407,10.350000000000009,18,1,1,0,1,0.026133692603823915
408,11.700000000000008,16,1,1,0,1,0.026003024140804794
409,10.750000000000009,18,1,1,0,1,0.02587300902010077
410,11.700000000000008,16,1,1,0,1,0.025743643975000268
411,11.700000000000008,16,1,1,0,1,0.025614925755125268
412,9.950000000000008,18,1,1,0,1,0.02548685112634964
413,-39.50000000000003,72,1,1,1,1,0.025359416870717893
414,11.700000000000008,16,1,1,0,1,0.025232619786364305
415,11.700000000000008,16,1,1,0,1,0.02510645668743248
416,11.700000000000008,16,1,1,0,1,0.024980924403995318
417,11.200000000000008,17,1,1,0,1,0.024856019781975342
418,10.150000000000007,18,1,1,0,1,0.024731739683065464
419,11.050000000000008,17,1,1,0,1,0.024608080984650137
420,10.450000000000012,19,1,1,0,1,0.024485040579726884
421,11.15000000000001,18,1,1,0,1,0.02436261537682825
422,11.700000000000008,16,1,1,0,1,0.02424080229994411
423,11.700000000000008,16,1,1,0,1,0.02411959828844439
424,-147.09999999999965,150,0,0,3,0,0.023999000297002165
425,-59.699999999999875,150,0,0,0,0,0.023879005295517154
426,-59.649999999999885,150,0,0,0,0,0.02375961026903957
427,-87.1499999999998,150,0,0,1,0,0.02364081221769437
428,-110.64999999999986,150,0,0,2,0,0.0235226081566059
429,-30.649999999999963,111,1,1,0,1,0.02340499511582287
430,0.8000000000000345,44,1,1,0,1,0.023287970140243756
431,4.850000000000023,35,1,1,0,1,0.02317153028954254
432,3.650000000000026,37,1,1,0,1,0.023055672638094826
433,9.400000000000013,24,1,1,0,1,0.022940394274904352
434,6.900000000000018,28,1,1,0,1,0.02282569230352983
435,9.500000000000012,22,1,1,0,1,0.022711563842012183
436,6.7500000000000195,31,1,1,0,1,0.02259800602280212
437,10.750000000000009,18,1,1,0,1,0.02248501599268811
438,10.000000000000012,21,1,1,0,1,0.022372590912724668
439,10.750000000000009,18,1,1,0,1,0.022260727958161045
440,10.750000000000009,18,1,1,0,1,0.02214942431837024
441,6.700000000000017,28,1,1,0,1,0.02203867719677839
442,11.05000000000001,18,1,1,0,1,0.021928483810794496
443,9.900000000000011,20,1,1,0,1,0.021818841391740524
444,10.95000000000001,18,1,1,0,1,0.02170974718478182
445,9.450000000000014,23,1,1,0,1,0.02160119844885791
446,10.000000000000012,20,1,1,0,1,0.021493192456613623
447,10.100000000000012,21,1,1,0,1,0.021385726494330556
448,11.700000000000008,16,1,1,0,1,0.021278797861858902
449,9.850000000000012,22,1,1,0,1,0.02117240387254961
450,11.700000000000008,16,1,1,0,1,0.02106654185318686
451,11.700000000000008,16,1,1,0,1,0.020961209143920925
452,11.700000000000008,16,1,1,0,1,0.02085640309820132
453,11.700000000000008,16,1,1,0,1,0.020752121082710316
454,11.700000000000008,16,1,1,0,1,0.020648360477296766
455,11.700000000000008,16,1,1,0,1,0.02054511867491028
456,-19.199999999999985,28,1,1,1,1,0.02044239308153573
457,-19.39999999999998,28,1,1,1,1,0.02034018111612805
458,11.700000000000008,16,1,1,0,1,0.02023848021054741
459,11.700000000000008,16,1,1,0,1,0.020137287809494673
460,11.700000000000008,16,1,1,0,1,0.0200366013704472
461,11.700000000000008,16,1,1,0,1,0.02
462,11.700000000000008,16,1,1,0,1,0.02
463,10.050000000000008,18,1,1,0,1,0.02
464,11.700000000000008,16,1,1,0,1,0.02
465,11.700000000000008,16,1,1,0,1,0.02
466,11.700000000000008,16,1,1,0,1,0.02
467,11.700000000000008,16,1,1,0,1,0.02
468,10.750000000000009,18,1,1,0,1,0.02
469,-112.90000000000018,150,0,0,1,0,0.02
470,-16.549999999999958,59,1,1,0,1,0.02
471,9.15000000000001,20,1,1,0,1,0.02
472,10.750000000000009,18,1,1,0,1,0.02
473,11.700000000000008,16,1,1,0,1,0.02
474,11.700000000000008,16,1,1,0,1,0.02
475,11.700000000000008,16,1,1,0,1,0.02
476,11.700000000000008,16,1,1,0,1,0.02
477,10.150000000000007,18,1,1,0,1,0.02
478,11.700000000000008,16,1,1,0,1,0.02
