episode,episode_return,episode_length,success,reached_goal,cliff_hits,risky_visits,epsilon
479,-17.199999999999985,24,1,1,1,1,0.02
480,11.700000000000008,16,1,1,0,1,0.02
481,11.700000000000008,16,1,1,0,1,0.02
482,11.700000000000008,16,1,1,0,1,0.02
483,11.700000000000008,16,1,1,0,1,0.02
484,11.050000000000008,17,1,1,0,1,0.02
485,11.700000000000008,16,1,1,0,1,0.02
486,11.700000000000008,16,1,1,0,1,0.02
487,11.700000000000008,16,1,1,0,1,0.02
488,11.700000000000008,16,1,1,0,1,0.02
489,10.750000000000009,18,1,1,0,1,0.02
490,11.700000000000008,16,1,1,0,1,0.02
491,10.85000000000001,18,1,1,0,1,0.02
492,10.750000000000009,18,1,1,0,1,0.02
493,10.150000000000007,18,1,1,0,1,0.02
494,6.900000000000009,20,1,1,0,2,0.02
495,11.700000000000008,16,1,1,0,1,0.02
496,11.700000000000008,16,1,1,0,1,0.02
497,11.700000000000008,16,1,1,0,1,0.02
498,11.700000000000008,16,1,1,0,1,0.02
499,7.8500000000000085,18,1,1,0,2,0.02
500,11.700000000000008,16,1,1,0,1,0.02
