episode,episode_return,episode_length,success,reached_goal,cliff_hits,risky_visits,epsilon
223,3.90000000000001,21,1,1,0,3,0.0657285302571994
224,5.950000000000012,22,1,1,0,2,0.06539988760591339
225,4.75000000000001,22,1,1,0,2,0.06507288816788383
226,4.050000000000011,22,1,1,0,3,0.06474752372704441
227,7.8500000000000085,18,1,1,0,2,0.0644237861084092
228,7.8500000000000085,18,1,1,0,2,0.06410166717786715
229,6.400000000000011,21,1,1,0,2,0.06378115884197781
230,6.200000000000009,20,1,1,0,2,0.06346225304776792
231,7.8500000000000085,18,1,1,0,2,0.06314494178252908
232,7.10000000000001,20,1,1,0,2,0.06282921707361644
233,7.8500000000000085,18,1,1,0,2,0.06251507098824835
234,6.1000000000000085,20,1,1,0,2,0.062202495633307105
235,6.250000000000012,22,1,1,0,2,0.06189148315514057
236,4.200000000000012,24,1,1,0,2,0.061582025739364867
237,7.8500000000000085,18,1,1,0,2,0.06127411561066804
238,7.8500000000000085,18,1,1,0,2,0.0609677450326147
239,7.150000000000009,19,1,1,0,2,0.06066290630745162
240,7.150000000000009,19,1,1,0,2,0.060359591775914365
241,7.8500000000000085,18,1,1,0,2,0.06005779381703479
242,7.8500000000000085,18,1,1,0,2,0.059757504847949616
243,7.8500000000000085,18,1,1,0,2,0.059458717323709866
244,6.50000000000001,20,1,1,0,2,0.059161423737091316
245,7.8500000000000085,18,1,1,0,2,0.05886561661840586
246,7.200000000000009,19,1,1,0,2,0.05857128853531383
247,7.050000000000009,19,1,1,0,2,0.05827843209263726
248,5.150000000000009,19,1,1,0,3,0.05798703993217407
249,6.80000000000001,20,1,1,0,2,0.0576971047325132
250,7.8500000000000085,18,1,1,0,2,0.05740861920885063
251,6.900000000000009,20,1,1,0,2,0.057121576112806376
252,7.8500000000000085,18,1,1,0,2,0.056835968232242344
253,7.200000000000009,19,1,1,0,2,0.05655178839108113
254,7.050000000000009,19,1,1,0,2,0.05626902944912573
255,7.8500000000000085,18,1,1,0,2,0.0559876843018801
256,3.3500000000000094,22,1,1,0,3,0.055707745880370696
257,-28.34999999999998,31,1,1,1,4,0.05542920715096884
258,7.150000000000009,19,1,1,0,2,0.055152061115214
259,7.8500000000000085,18,1,1,0,2,0.05487630080963793
260,7.8500000000000085,18,1,1,0,2,0.05460191930558974
261,7.8500000000000085,18,1,1,0,2,0.05432890970906179
262,6.200000000000009,20,1,1,0,2,0.05405726516051648
263,6.80000000000001,20,1,1,0,2,0.0537869788347139
264,7.8500000000000085,18,1,1,0,2,0.053518043940540334
265,4.20000000000001,21,1,1,0,3,0.053250453720837636
266,7.8500000000000085,18,1,1,0,2,0.05298420145223345
267,-36.44999999999999,34,1,1,1,7,0.05271928044497228
268,7.8500000000000085,18,1,1,0,2,0.05245568404274742
269,7.20000000000001,20,1,1,0,2,0.05219340562253368
270,5.150000000000009,19,1,1,0,3,0.05193243859442102
271,6.1000000000000085,20,1,1,0,2,0.05167277640144891
272,7.000000000000011,20,1,1,0,2,0.05141441251944167
273,7.45000000000001,19,1,1,0,2,0.05115734045684446
274,5.600000000000009,21,1,1,0,2,0.050901553754560236
275,7.8500000000000085,18,1,1,0,2,0.05064704598578743
276,7.8500000000000085,18,1,1,0,2,0.0503938107558585
277,7.45000000000001,19,1,1,0,2,0.05014184170207921
278,7.8500000000000085,18,1,1,0,2,0.04989113249356881
279,-28.149999999999977,34,1,1,1,3,0.04964167683110096
280,6.50000000000001,20,1,1,0,2,0.049393468446945456
281,7.8500000000000085,18,1,1,0,2,0.04914650110471073
282,6.50000000000001,20,1,1,0,2,0.048900768599187176
283,7.8500000000000085,18,1,1,0,2,0.04865626475619124
284,7.8500000000000085,18,1,1,0,2,0.04841298343241028
285,7.8500000000000085,18,1,1,0,2,0.048170918515248226
286,6.1000000000000085,20,1,1,0,2,0.04793006392267198
287,6.450000000000012,22,1,1,0,2,0.047690413603058625
288,6.50000000000001,20,1,1,0,2,0.04745196153504333
289,4.05000000000001,23,1,1,0,2,0.047214701727368115
290,7.8500000000000085,18,1,1,0,2,0.04697862821873128
291,7.8500000000000085,18,1,1,0,2,0.04674373507763762
292,7.45000000000001,19,1,1,0,2,0.04651001640224943
293,7.8500000000000085,18,1,1,0,2,0.04627746632023818
294,7.8500000000000085,18,1,1,0,2,0.04604607898863699
295,7.8500000000000085,18,1,1,0,2,0.0458158485936938
296,7.200000000000009,19,1,1,0,2,0.04558676935072533
297,6.1000000000000085,20,1,1,0,2,0.045358835503971705
298,7.8500000000000085,18,1,1,0,2,0.04513204132645185
299,5.650000000000009,21,1,1,0,2,0.04490638111981959
300,7.8500000000000085,18,1,1,0,2,0.04468184921422049
301,7.8500000000000085,18,1,1,0,2,0.04445843996814939
302,7.8500000000000085,18,1,1,0,2,0.04423614776830864
303,7.8500000000000085,18,1,1,0,2,0.0440149670294671
304,7.8500000000000085,18,1,1,0,2,0.043794892194319764
305,7.8500000000000085,18,1,1,0,2,0.043575917733348166
306,7.8500000000000085,18,1,1,0,2,0.04335803814468143
307,7.8500000000000085,18,1,1,0,2,0.04314124795395802
308,5.500000000000009,21,1,1,0,2,0.04292554171418823
309,6.350000000000009,20,1,1,0,2,0.04271091400561729
310,6.80000000000001,20,1,1,0,2,0.0424973594355892
311,7.8500000000000085,18,1,1,0,2,0.042284872638411256
312,7.000000000000009,19,1,1,0,2,0.0420734482752192
313,7.8500000000000085,18,1,1,0,2,0.041863081033843105
314,7.8500000000000085,18,1,1,0,2,0.04165376562867389
315,7.150000000000009,19,1,1,0,2,0.04144549680053052
316,7.8500000000000085,18,1,1,0,2,0.04123826931652787
317,7.8500000000000085,18,1,1,0,2,0.04103207796994523
318,7.8500000000000085,18,1,1,0,2,0.040826917580095504
319,6.950000000000008,19,1,1,0,2,0.040622782992195024
320,7.8500000000000085,18,1,1,0,2,0.04041966907723405
321,5.00000000000001,22,1,1,0,2,0.04021757073184788
322,7.8500000000000085,18,1,1,0,2,0.040016482878188646
323,5.150000000000009,19,1,1,0,3,0.0398164004637977
324,7.8500000000000085,18,1,1,0,2,0.039617318461478715
325,7.8500000000000085,18,1,1,0,2,0.039419231869171324
326,7.8500000000000085,18,1,1,0,2,0.03922213570982547
327,7.8500000000000085,18,1,1,0,2,0.03902602503127634
328,7.8500000000000085,18,1,1,0,2,0.03883089490611996
329,7.8500000000000085,18,1,1,0,2,0.038636740431589364
330,7.8500000000000085,18,1,1,0,2,0.038443556729431415
331,7.8500000000000085,18,1,1,0,2,0.03825133894578426
332,7.200000000000009,19,1,1,0,2,0.03806008225105534
333,7.8500000000000085,18,1,1,0,2,0.03786978183980006
334,5.95000000000001,21,1,1,0,2,0.03768043293060106
335,7.8500000000000085,18,1,1,0,2,0.03749203076594806
336,7.8500000000000085,18,1,1,0,2,0.03730457061211832
337,7.8500000000000085,18,1,1,0,2,0.03711804775905773
338,7.8500000000000085,18,1,1,0,2,0.03693245752026244
339,7.8500000000000085,18,1,1,0,2,0.036747795232661126
340,6.50000000000001,20,1,1,0,2,0.03656405625649782
341,7.200000000000009,19,1,1,0,2,0.03638123597521533
342,7.8500000000000085,18,1,1,0,2,0.036199329795339255
343,7.8500000000000085,18,1,1,0,2,0.03601833314636256
344,7.8500000000000085,18,1,1,0,2,0.03583824148063075
345,7.8500000000000085,18,1,1,0,2,0.0356590502732276
346,7.150000000000009,19,1,1,0,2,0.03548075502186146
347,7.45000000000001,19,1,1,0,2,0.03530335124675215
348,7.8500000000000085,18,1,1,0,2,0.03512683449051839
349,7.200000000000009,19,1,1,0,2,0.0349512003180658
350,7.8500000000000085,18,1,1,0,2,0.03477644431647547
351,7.8500000000000085,18,1,1,0,2,0.03460256209489309
352,7.8500000000000085,18,1,1,0,2,0.034429549284418624
353,6.70000000000001,20,1,1,0,2,0.03425740153799653
354,6.80000000000001,20,1,1,0,2,0.03408611453030655
355,-34.75,43,1,1,1,3,0.03391568395765502
356,7.8500000000000085,18,1,1,0,2,0.03374610553786674
357,7.8500000000000085,18,1,1,0,2,0.03357737501017741
358,7.8500000000000085,18,1,1,0,2,0.03340948813512652
359,-3.2999999999999883,25,1,1,0,5,0.03324244069445089
360,7.200000000000009,19,1,1,0,2,0.03307622849097864
361,7.8500000000000085,18,1,1,0,2,0.032910847348523745
362,7.8500000000000085,18,1,1,0,2,0.03274629311178113
363,7.8500000000000085,18,1,1,0,2,0.032582561646222225
364,4.35000000000001,23,1,1,0,2,0.032419648837991116
365,7.8500000000000085,18,1,1,0,2,0.032257550593801164
366,7.200000000000009,19,1,1,0,2,0.03209626284083216
367,7.8500000000000085,18,1,1,0,2,0.031935781526628
368,6.600000000000009,20,1,1,0,2,0.03177610261899486
369,7.8500000000000085,18,1,1,0,2,0.031617222105899886
370,7.8500000000000085,18,1,1,0,2,0.03145913599537039
371,7.8500000000000085,18,1,1,0,2,0.031301840315393535
372,7.8500000000000085,18,1,1,0,2,0.031145331113816566
373,6.300000000000009,20,1,1,0,2,0.030989604458247482
374,7.8500000000000085,18,1,1,0,2,0.030834656435956245
375,7.8500000000000085,18,1,1,0,2,0.030680483153776465
376,7.8500000000000085,18,1,1,0,2,0.030527080738007584
377,7.8500000000000085,18,1,1,0,2,0.030374445334317546
378,7.8500000000000085,18,1,1,0,2,0.030222573107645957
379,7.200000000000009,19,1,1,0,2,0.030071460242107727
380,6.1000000000000085,20,1,1,0,2,0.029921102940897188
381,-31.39999999999999,39,1,1,1,3,0.029771497426192704
382,6.200000000000009,20,1,1,0,2,0.02962263993906174
383,7.8500000000000085,18,1,1,0,2,0.029474526739366434
384,5.85000000000001,21,1,1,0,2,0.029327154105669603
385,7.20000000000001,20,1,1,0,2,0.029180518335141254
386,7.050000000000009,19,1,1,0,2,0.02903461574346555
387,7.8500000000000085,18,1,1,0,2,0.028889442664748223
388,7.8500000000000085,18,1,1,0,2,0.028744995451424483
389,7.8500000000000085,18,1,1,0,2,0.02860127047416736
390,7.200000000000009,19,1,1,0,2,0.02845826412179652
391,3.6000000000000094,21,1,1,0,3,0.028315972801187538
392,0.45000000000000995,22,1,1,0,4,0.0281743929371816
393,7.8500000000000085,18,1,1,0,2,0.02803352097249569
394,6.70000000000001,20,1,1,0,2,0.02789335336763321
395,7.8500000000000085,18,1,1,0,2,0.027753886600795044
396,7.8500000000000085,18,1,1,0,2,0.027615117167791067
397,7.8500000000000085,18,1,1,0,2,0.027477041581952112
398,7.8500000000000085,18,1,1,0,2,0.027339656374042353
399,7.8500000000000085,18,1,1,0,2,0.02720295809217214
400,7.8500000000000085,18,1,1,0,2,0.02706694330171128
401,5.150000000000009,19,1,1,0,3,0.026931608585202722
402,7.55000000000001,19,1,1,0,2,0.02679695054227671
403,7.8500000000000085,18,1,1,0,2,0.026662965789565327
404,7.8500000000000085,18,1,1,0,2,0.0265296509606175
405,7.150000000000009,19,1,1,0,2,0.026397002705814413
406,7.8500000000000085,18,1,1,0,2,0.026265017692285342
407,7.8500000000000085,18,1,1,0,2,0.026133692603823915
408,6.50000000000001,20,1,1,0,2,0.026003024140804794
409,6.400000000000009,20,1,1,0,2,0.02587300902010077
410,7.8500000000000085,18,1,1,0,2,0.025743643975000268
411,7.8500000000000085,18,1,1,0,2,0.025614925755125268
412,7.8500000000000085,18,1,1,0,2,0.02548685112634964
413,6.70000000000001,20,1,1,0,2,0.025359416870717893
414,7.8500000000000085,18,1,1,0,2,0.025232619786364305
415,7.8500000000000085,18,1,1,0,2,0.02510645668743248
416,7.000000000000011,20,1,1,0,2,0.024980924403995318
417,7.8500000000000085,18,1,1,0,2,0.024856019781975342
418,5.05000000000001,22,1,1,0,2,0.024731739683065464
419,7.8500000000000085,18,1,1,0,2,0.024608080984650137
420,7.8500000000000085,18,1,1,0,2,0.024485040579726884
421,7.8500000000000085,18,1,1,0,2,0.02436261537682825
422,7.150000000000009,19,1,1,0,2,0.02424080229994411
423,7.8500000000000085,18,1,1,0,2,0.02411959828844439
424,7.8500000000000085,18,1,1,0,2,0.023999000297002165
425,7.8500000000000085,18,1,1,0,2,0.023879005295517154
426,7.8500000000000085,18,1,1,0,2,0.02375961026903957
427,7.8500000000000085,18,1,1,0,2,0.02364081221769437
428,4.50000000000001,20,1,1,0,3,0.0235226081566059
429,4.50000000000001,20,1,1,0,3,0.02340499511582287
430,7.8500000000000085,18,1,1,0,2,0.023287970140243756
431,7.8500000000000085,18,1,1,0,2,0.02317153028954254
432,7.8500000000000085,18,1,1,0,2,0.023055672638094826
433,6.1000000000000085,20,1,1,0,2,0.022940394274904352
434,7.8500000000000085,18,1,1,0,2,0.02282569230352983
435,7.8500000000000085,18,1,1,0,2,0.022711563842012183
436,7.8500000000000085,18,1,1,0,2,0.02259800602280212
437,7.8500000000000085,18,1,1,0,2,0.02248501599268811
438,5.850000000000012,22,1,1,0,2,0.022372590912724668
439,7.8500000000000085,18,1,1,0,2,0.022260727958161045
440,6.900000000000009,20,1,1,0,2,0.02214942431837024
441,7.8500000000000085,18,1,1,0,2,0.02203867719677839
442,7.8500000000000085,18,1,1,0,2,0.021928483810794496
443,7.8500000000000085,18,1,1,0,2,0.021818841391740524
444,7.8500000000000085,18,1,1,0,2,0.02170974718478182
445,7.8500000000000085,18,1,1,0,2,0.02160119844885791
446,7.8500000000000085,18,1,1,0,2,0.021493192456613623
447,7.45000000000001,19,1,1,0,2,0.021385726494330556
448,7.8500000000000085,18,1,1,0,2,0.021278797861858902
449,6.70000000000001,20,1,1,0,2,0.02117240387254961
450,7.8500000000000085,18,1,1,0,2,0.02106654185318686
451,7.8500000000000085,18,1,1,0,2,0.020961209143920925
452,7.8500000000000085,18,1,1,0,2,0.02085640309820132
453,7.8500000000000085,18,1,1,0,2,0.020752121082710316
454,7.8500000000000085,18,1,1,0,2,0.020648360477296766
455,7.8500000000000085,18,1,1,0,2,0.02054511867491028
456,5.85000000000001,21,1,1,0,2,0.02044239308153573
